70	175	32	4852.0
396	722	32	11753.0
458	854	32	9164.0
425	966	32	16517.0
327	495	32	6715.0
327	513	32	7141.0
495	513	32	11111.0
273	287	32	4865.0
278	999	32	4788.0
244	958	32	10606.0
592	965	32	1798.0
542	995	32	8015.0
89	416	32	8475.0
375	874	32	9201.0
316	970	32	1205.0
677	889	32	9456.0
8	215	32	7452.0
324	737	32	9431.0
785	981	32	9789.0
457	462	32	1446.0
457	745	32	11124.0
457	854	32	10345.0
462	745	32	1491.0
462	854	32	1471.0
745	854	32	12968.0
520	908	32	11247.0
620	735	32	12160.0
553	772	32	10456.0
135	280	32	7964.0
324	858	32	8714.0
524	880	32	6361.0
32	947	32	4310.0
163	261	32	8009.0
483	910	32	7582.0
215	353	32	11953.0
141	267	32	6717.0
805	950	32	15013.0
649	677	32	10364.0
811	897	32	15659.0
522	884	32	9110.0
299	735	32	8042.0
299	946	32	6411.0
735	946	32	7703.0
640	857	32	8645.0
739	775	32	6435.0
345	969	32	8947.0
371	751	32	7678.0
161	545	32	8238.0
275	507	32	15688.0
871	882	32	6572.0
496	967	32	10925.0
728	980	32	10038.0
862	964	32	9061.0
33	82	32	7091.0
33	858	32	7977.0
82	858	32	7690.0
801	916	32	12277.0
84	503	32	6580.0
668	691	32	8604.0
613	872	32	6337.0
618	624	32	10223.0
247	427	32	4657.0
144	932	32	11293.0
94	554	32	6622.0
292	781	32	10257.0
24	340	32	7003.0
280	485	32	9295.0
23	316	32	6504.0
320	864	32	10359.0
880	947	32	6598.0
263	441	32	12104.0
525	764	32	13463.0
878	943	32	13464.0
597	739	32	10862.0
76	465	32	8899.0
371	590	32	6841.0
575	823	32	8572.0
658	787	32	12999.0
413	591	32	13293.0
60	694	32	8584.0
234	282	32	11717.0
437	927	32	11775.0
520	819	32	8500.0
548	974	32	11317.0
369	380	32	9812.0
246	743	32	8933.0
558	760	32	13720.0
118	1001	32	6921.0
30	385	32	9650.0
74	401	32	12339.0
658	871	32	12329.0
218	877	32	12569.0
394	656	32	3860.0
155	558	32	13178.0
15	471	32	8532.0
3	302	32	7871.0
445	578	32	6838.0
475	730	32	11905.0
961	968	32	12046.0
531	608	32	7264.0
50	564	32	9471.0
44	375	32	7217.0
724	869	32	11191.0
328	436	32	4508.0
380	433	32	10861.0
58	955	32	19443.0
660	783	32	11457.0
575	666	32	1753.0
456	760	32	5443.0
266	910	32	8289.0
72	721	32	9225.0
484	890	32	11657.0
59	867	32	10300.0
119	582	32	5576.0
167	234	32	11921.0
841	978	32	2827.0
68	587	32	8239.0
364	591	32	16716.0
243	455	32	11419.0
513	631	32	13868.0
120	267	32	3578.0
503	882	32	7417.0
607	771	32	15217.0
479	518	32	3954.0
479	977	32	3848.0
518	977	32	12379.0
876	956	32	3484.0
11	888	32	6287.0
409	520	32	10512.0
430	905	32	13237.0
29	199	32	6563.0
847	854	32	10538.0
178	311	32	10511.0
178	650	32	8826.0
311	650	32	7012.0
385	584	32	12123.0
38	632	32	2351.0
334	824	32	7463.0
12	744	32	8328.0
603	898	32	10236.0
810	830	32	7423.0
199	967	32	6434.0
58	718	32	13474.0
612	662	32	11944.0
566	627	32	8425.0
874	926	32	8350.0
197	361	32	10510.0
642	733	32	14258.0
343	510	32	4788.0
181	955	32	15288.0
245	929	32	4428.0
339	870	32	10876.0
356	717	32	6809.0
819	908	32	12546.0
156	856	32	4359.0
137	968	32	7424.0
173	500	32	10130.0
392	549	32	10940.0
326	765	32	7127.0
383	487	32	9876.0
746	748	32	7908.0
933	988	32	14200.0
113	519	32	13020.0
445	667	32	9210.0
414	710	32	9614.0
414	973	32	13948.0
710	973	32	10891.0
29	288	32	11391.0
159	841	32	7869.0
301	339	32	14698.0
528	927	32	15540.0
624	917	32	10173.0
623	979	32	7356.0
164	797	32	5873.0
3	592	32	7669.0
103	924	32	6460.0
191	286	32	10211.0
170	583	32	1221.0
206	838	32	8741.0
238	814	32	6138.0
255	382	32	10720.0
586	775	32	13430.0
510	552	32	8712.0
194	749	32	13194.0
97	800	32	8377.0
620	653	32	3015.0
74	757	32	11776.0
530	601	32	11315.0
530	948	32	9916.0
601	948	32	12757.0
298	416	32	8471.0
165	198	32	2074.0
262	616	32	11850.0
346	918	32	9651.0
105	420	32	8115.0
99	285	32	9052.0
156	838	32	4944.0
112	868	32	2888.0
463	544	32	8297.0
463	924	32	6991.0
544	924	32	9126.0
534	960	32	10736.0
190	864	32	12676.0
605	754	32	9885.0
6	537	32	3053.0
795	804	32	11947.0
154	243	32	13051.0
167	794	32	10806.0
13	417	32	9087.0
748	774	32	12292.0
748	775	32	10934.0
774	775	32	9438.0
425	994	32	14733.0
228	451	32	5112.0
3	282	32	2784.0
770	869	32	8373.0
217	405	32	10195.0
112	922	32	3940.0
780	905	32	11602.0
445	836	32	4538.0
354	706	32	10791.0
290	916	32	12800.0
293	828	32	10933.0
195	291	32	4062.0
452	990	32	14854.0
733	964	32	3229.0
253	408	32	8008.0
128	393	32	7371.0
422	976	32	8557.0
579	784	32	9812.0
497	536	32	3722.0
206	856	32	11111.0
206	887	32	10642.0
856	887	32	13424.0
217	265	32	10028.0
217	624	32	5896.0
217	850	32	5014.0
265	624	32	5750.0
265	850	32	4869.0
624	850	32	11081.0
20	386	32	8174.0
263	269	32	8277.0
403	877	32	14916.0
403	960	32	12207.0
877	960	32	12173.0
216	361	32	10510.0
438	483	32	8877.0
23	407	32	6849.0
90	595	32	2532.0
442	811	32	11418.0
527	808	32	11582.0
354	555	32	11706.0
751	879	32	8060.0
110	849	32	3138.0
119	820	32	16559.0
178	380	32	12393.0
380	650	32	8622.0
197	607	32	10059.0
621	853	32	9998.0
198	706	32	10971.0
796	957	32	6682.0
276	985	32	12336.0
170	668	32	8255.0
251	318	32	8287.0
771	934	32	11578.0
162	856	32	9849.0
64	736	32	11683.0
139	958	32	8990.0
426	679	32	12252.0
39	217	32	10280.0
242	652	32	10124.0
514	809	32	13331.0
149	860	32	6809.0
391	869	32	11049.0
231	900	32	10514.0
208	604	32	7331.0
163	489	32	7988.0
295	901	32	8104.0
837	1001	32	7475.0
100	613	32	10060.0
558	734	32	13239.0
183	368	32	8476.0
239	835	32	5918.0
430	698	32	9942.0
861	965	32	11476.0
155	468	32	12790.0
344	944	32	11524.0
249	859	32	10468.0
892	995	32	7732.0
289	572	32	9736.0
527	613	32	11460.0
337	917	32	10915.0
158	229	32	7047.0
211	331	32	10304.0
552	740	32	8516.0
127	610	32	8530.0
709	753	32	9045.0
709	858	32	10044.0
753	858	32	7732.0
188	914	32	10251.0
660	981	32	10124.0
88	696	32	13110.0
768	930	32	11236.0
316	424	32	9519.0
366	690	32	2623.0
106	494	32	1483.0
136	205	32	8014.0
617	991	32	12954.0
170	739	32	6986.0
103	450	32	6882.0
249	621	32	10003.0
456	561	32	7148.0
785	847	32	11394.0
139	199	32	8871.0
141	311	32	7388.0
141	650	32	7609.0
87	654	32	7746.0
590	591	32	4131.0
429	628	32	3208.0
273	461	32	4770.0
351	744	32	14961.0
170	775	32	5597.0
781	913	32	11200.0
136	224	32	7925.0
141	178	32	7680.0
154	803	32	12390.0
534	877	32	10561.0
87	490	32	7927.0
146	198	32	6248.0
2	703	32	4764.0
623	984	32	6839.0
179	320	32	9560.0
31	449	32	8742.0
431	882	32	9301.0
0	513	32	8424.0
476	614	32	10317.0
228	365	32	5092.0
365	451	32	7407.0
82	709	32	8915.0
172	924	32	7055.0
103	638	32	6716.0
270	888	32	9650.0
373	487	32	10488.0
308	879	32	8451.0
175	863	32	9220.0
83	414	32	12725.0
663	800	32	11836.0
290	801	32	11192.0
50	835	32	9472.0
50	979	32	9573.0
835	979	32	10303.0
0	495	32	8006.0
312	513	32	10659.0
208	427	32	4657.0
63	689	32	7893.0
64	283	32	11428.0
30	584	32	9802.0
763	835	32	4230.0
375	748	32	6477.0
3	581	32	6752.0
410	518	32	10952.0
410	977	32	11116.0
535	715	32	11150.0
83	589	32	5417.0
416	644	32	10868.0
582	659	32	9129.0
327	370	32	6646.0
170	691	32	7240.0
926	998	32	8178.0
105	722	32	8359.0
83	254	32	5517.0
184	720	32	14169.0
197	974	32	3261.0
601	800	32	11071.0
174	621	32	7951.0
407	664	32	5597.0
458	660	32	11758.0
4	661	32	10600.0
129	239	32	1909.0
140	408	32	4281.0
500	886	32	10708.0
238	929	32	3432.0
162	203	32	1711.0
162	887	32	9421.0
203	887	32	6182.0
192	363	32	4982.0
98	438	32	6948.0
464	901	32	8545.0
680	914	32	10491.0
592	923	32	5179.0
598	840	32	9221.0
598	909	32	3743.0
840	909	32	3913.0
162	289	32	9511.0
273	895	32	4811.0
282	581	32	2125.0
582	833	32	5630.0
205	224	32	9336.0
778	950	32	15318.0
33	737	32	8194.0
583	586	32	9319.0
360	471	32	2183.0
24	382	32	6779.0
375	598	32	6468.0
375	774	32	7119.0
598	774	32	9210.0
691	775	32	7398.0
70	618	32	9009.0
70	624	32	8863.0
709	737	32	11402.0
111	531	32	8382.0
179	731	32	9514.0
324	753	32	8136.0
231	848	32	10571.0
392	921	32	10876.0
132	882	32	6217.0
252	414	32	9904.0
252	682	32	10872.0
414	682	32	8808.0
397	671	32	11170.0
295	443	32	4728.0
625	696	32	14017.0
53	264	32	3600.0
13	655	32	8369.0
205	983	32	13132.0
324	906	32	8786.0
124	541	32	7400.0
8	903	32	5565.0
848	900	32	10930.0
403	534	32	10644.0
431	658	32	15648.0
366	489	32	10721.0
966	994	32	14652.0
784	887	32	8941.0
290	970	32	12909.0
916	970	32	13166.0
675	746	32	3166.0
10	727	32	9187.0
510	740	32	9011.0
102	630	32	10349.0
580	778	32	10977.0
370	513	32	16922.0
781	799	32	9572.0
554	565	32	9865.0
62	684	32	8007.0
358	440	32	9003.0
86	818	32	7599.0
712	774	32	9647.0
82	737	32	8901.0
126	908	32	9883.0
199	207	32	10044.0
82	753	32	9106.0
102	477	32	11973.0
305	858	32	8564.0
97	530	32	8135.0
627	940	32	8732.0
157	821	32	7570.0
26	533	32	6982.0
8	661	32	7687.0
109	232	32	8052.0
86	767	32	7333.0
1	854	32	3966.0
61	579	32	7577.0
628	768	32	10924.0
246	504	32	8581.0
201	547	32	11277.0
163	366	32	7860.0
158	748	32	4389.0
717	832	32	6934.0
598	712	32	8760.0
920	997	32	10560.0
423	764	32	15447.0
693	922	32	7908.0
286	351	32	13743.0
286	541	32	3103.0
351	541	32	4551.0
800	964	32	10405.0
591	682	32	10847.0
591	754	32	5164.0
682	754	32	5266.0
665	912	32	7585.0
423	639	32	11121.0
80	952	32	14311.0
675	874	32	12416.0
97	601	32	11242.0
426	937	32	9680.0
