353	357	60	+
252	336	60	+
104	451	60	+
599	841	60	+
396	648	60	+
229	452	60	+
602	801	60	+
104	925	60	+
405	743	60	+
128	515	60	+
782	800	60	+
893	996	60	+
459	982	60	+
678	890	60	+
114	924	60	+
529	928	60	+
82	362	60	+
416	884	60	+
871	970	60	+
418	994	60	+
265	968	59	+
916	957	59	+
22	510	58	+
299	448	57	+
533	871	57	+
46	533	57	+
342	532	57	+
65	986	56	+
734	801	56	+
587	776	56	+
188	882	56	+
174	969	56	+
190	199	55	+
182	956	55	+
500	533	55	+
500	871	55	+
151	880	55	+
43	369	55	+
757	867	55	+
338	619	54	+
876	895	54	+
621	698	54	+
924	940	54	+
287	745	54	+
65	284	54	+
107	274	54	+
458	746	53	+
287	551	53	+
840	953	53	+
496	509	53	+
209	605	53	+
135	287	53	+
142	381	53	+
574	743	52	+
572	724	52	+
208	245	52	+
475	659	52	+
40	218	52	+
57	269	52	+
760	887	52	+
136	486	52	+
505	902	52	+
500	970	52	+
533	970	52	+
581	779	52	+
179	268	52	+
231	571	51	+
164	490	51	+
328	632	51	+
616	861	51	+
296	704	51	+
112	679	51	+
303	339	51	+
650	678	51	+
173	813	51	+
381	651	51	+
325	710	51	+
365	592	51	+
246	300	51	+
321	865	51	+
491	595	50	+
194	457	50	+
361	472	50	+
434	651	50	+
771	870	50	+
424	765	50	+
198	706	50	+
176	856	50	+
648	877	50	+
847	871	50	+
734	887	50	+
214	772	50	+
614	756	50	+
24	468	50	+
65	737	50	+
422	540	50	+
392	870	50	+
11	585	49	+
669	692	49	+
414	415	49	+
244	804	49	+
770	899	49	+
660	979	49	+
72	661	49	+
198	362	49	+
362	706	49	+
65	277	49	+
459	786	49	+
725	870	49	+
457	849	49	+
176	652	49	+
13	352	49	+
99	845	49	+
385	855	49	+
168	862	49	+
474	752	49	+
229	366	49	+
207	573	49	+
34	859	48	+
292	298	48	+
40	406	48	+
161	835	48	+
619	625	48	+
114	520	48	+
872	883	48	+
138	887	48	+
17	957	48	+
368	516	48	+
72	377	48	+
707	777	48	+
8	892	48	+
174	962	48	+
212	616	48	+
619	851	48	+
863	949	48	+
245	959	48	+
291	762	48	+
212	332	48	+
936	985	47	+
274	896	47	+
724	798	47	+
111	337	47	+
97	408	47	+
136	281	47	+
29	581	47	+
188	701	47	+
13	890	47	+
145	294	47	+
83	754	47	+
356	750	47	+
782	914	47	+
825	870	47	+
367	502	47	+
834	989	47	+
446	838	47	+
304	571	47	+
190	355	47	+
85	883	47	+
557	580	47	+
606	755	47	+
218	625	47	+
96	502	47	+
72	848	46	+
249	490	46	+
236	266	46	+
576	824	46	+
246	930	46	+
289	497	46	+
455	898	46	+
620	990	46	+
572	867	46	+
724	867	46	+
115	893	46	+
273	301	46	+
604	967	46	+
163	857	46	+
328	496	46	+
42	833	46	+
26	725	46	+
77	812	46	+
859	907	46	+
352	542	46	+
418	656	46	+
98	863	46	+
410	521	46	+
266	780	46	+
73	722	46	+
397	421	45	+
592	755	45	+
583	979	45	+
420	525	45	+
24	317	45	+
243	653	45	+
69	832	45	+
458	855	45	+
127	909	45	+
160	650	45	+
888	955	45	+
409	655	45	+
212	861	45	+
506	583	45	+
439	712	45	+
152	784	45	+
9	904	45	+
25	447	45	+
477	615	45	+
567	695	45	+
202	536	45	+
1	371	45	+
614	873	45	+
275	571	45	+
173	877	45	+
103	614	45	+
385	746	45	+
746	855	45	+
234	906	45	+
61	695	45	+
299	417	45	+
731	765	45	+
82	706	45	+
352	745	45	+
320	667	45	+
662	696	45	+
31	386	45	+
373	474	45	+
373	752	45	+
962	969	45	+
190	407	45	+
734	962	44	+
459	715	44	+
762	971	44	+
443	466	44	+
45	171	44	+
273	482	44	+
565	980	44	+
290	580	44	+
409	491	44	+
859	988	44	+
266	338	44	+
266	619	44	+
276	508	44	+
69	588	44	+
588	832	44	+
581	806	44	+
138	760	44	+
599	749	44	+
749	841	44	+
353	718	44	+
31	585	44	+
51	565	44	+
713	749	44	+
188	480	44	+
648	813	44	+
760	949	44	+
775	910	44	+
184	672	44	+
177	805	44	+
198	975	44	+
684	749	44	+
34	754	44	+
521	820	44	+
339	593	44	+
340	847	44	+
394	998	44	+
644	968	44	+
531	965	44	+
85	504	44	+
341	362	44	+
156	469	44	+
177	320	44	+
29	779	44	+
411	978	44	+
111	906	44	+
599	910	44	+
296	465	44	+
73	177	44	+
177	722	44	+
159	749	43	+
14	790	43	+
512	931	43	+
7	185	43	+
158	247	43	+
90	170	43	+
511	553	43	+
397	723	43	+
122	315	43	+
306	859	43	+
443	455	43	+
636	869	43	+
363	624	43	+
450	453	43	+
656	790	43	+
724	757	43	+
101	528	43	+
390	508	43	+
34	710	43	+
34	907	43	+
710	907	43	+
141	426	43	+
618	858	43	+
232	849	43	+
459	661	43	+
416	641	43	+
641	884	43	+
559	761	43	+
151	253	43	+
184	369	43	+
609	939	42	+
264	813	42	+
506	660	42	+
168	303	42	+
473	694	42	+
180	321	42	+
97	866	42	+
774	807	42	+
111	431	42	+
659	872	42	+
525	948	42	+
476	731	42	+
453	726	42	+
9	216	42	+
697	750	42	+
71	338	42	+
71	619	42	+
30	289	42	+
473	923	42	+
133	504	42	+
354	662	42	+
239	246	42	+
29	806	42	+
25	256	42	+
388	658	42	+
386	958	42	+
335	771	42	+
478	809	42	+
713	787	42	+
98	760	42	+
414	606	42	+
21	221	42	+
11	797	42	+
75	758	42	+
61	941	42	+
408	665	42	+
962	965	42	+
30	644	42	+
392	825	42	+
699	781	42	+
75	189	42	+
99	712	42	+
98	949	42	+
178	768	42	+
499	850	42	+
325	988	42	+
629	931	42	+
274	288	42	+
163	888	42	+
298	311	42	+
685	931	42	+
235	966	42	+
757	991	42	+
396	916	42	+
671	996	42	+
375	588	42	+
636	666	42	+
313	514	42	+
268	651	41	+
214	608	41	+
113	923	41	+
34	83	41	+
281	486	41	+
771	825	41	+
747	841	41	+
698	736	41	+
608	935	41	+
366	452	41	+
71	266	41	+
473	913	41	+
68	695	41	+
692	740	41	+
111	391	41	+
82	772	41	+
21	387	41	+
162	304	41	+
655	995	41	+
653	688	41	+
281	470	41	+
657	852	41	+
15	590	41	+
165	450	41	+
579	950	41	+
290	857	41	+
433	628	41	+
212	767	41	+
398	672	41	+
357	833	41	+
221	387	41	+
438	700	41	+
13	329	41	+
48	660	41	+
881	948	41	+
420	881	41	+
376	999	41	+
573	839	41	+
551	745	41	+
887	969	41	+
168	593	41	+
207	888	41	+
459	957	41	+
83	325	41	+
174	643	41	+
175	223	41	+
188	519	41	+
305	668	41	+
177	796	41	+
221	972	41	+
108	335	41	+
11	386	41	+
621	930	41	+
392	725	41	+
505	822	41	+
806	951	41	+
421	723	41	+
700	928	41	+
328	371	41	+
786	855	41	+
878	961	41	+
590	606	41	+
416	422	41	+
422	641	41	+
422	884	41	+
396	877	41	+
877	916	41	+
72	459	41	+
927	999	41	+
725	771	41	+
372	752	41	+
610	833	41	+
111	742	41	+
939	954	41	+
834	934	40	+
299	645	40	+
448	645	40	+
154	880	40	+
726	757	40	+
553	741	40	+
256	383	40	+
867	991	40	+
227	927	40	+
656	994	40	+
71	625	40	+
238	486	40	+
587	749	40	+
234	699	40	+
133	659	40	+
598	740	40	+
238	737	40	+
235	353	40	+
52	243	40	+
588	730	40	+
679	818	40	+
325	754	40	+
585	797	40	+
408	843	40	+
431	699	40	+
173	187	40	+
171	740	40	+
238	986	40	+
590	880	40	+
207	290	40	+
422	973	40	+
11	58	40	+
40	851	40	+
9	503	40	+
41	305	40	+
475	883	40	+
392	771	40	+
109	575	40	+
587	713	40	+
713	776	40	+
204	540	40	+
186	214	40	+
602	863	40	+
175	854	40	+
39	172	40	+
106	630	40	+
178	819	40	+
768	819	40	+
89	697	40	+
521	909	40	+
820	909	40	+
195	626	40	+
30	497	40	+
268	434	40	+
194	849	40	+
38	747	40	+
679	954	40	+
363	565	40	+
908	995	40	+
345	403	40	+
618	641	40	+
747	775	40	+
765	1001	40	+
75	915	40	+
734	965	40	+
506	979	40	+
32	867	39	+
321	732	39	+
30	200	39	+
46	603	39	+
433	576	39	+
168	235	39	+
294	323	39	+
133	278	39	+
278	659	39	+
135	745	39	+
247	822	39	+
370	937	39	+
306	325	39	+
127	521	39	+
175	250	39	+
443	898	39	+
283	353	39	+
500	792	39	+
660	791	39	+
455	812	39	+
182	272	39	+
320	722	39	+
274	462	39	+
233	374	39	+
164	367	39	+
238	689	39	+
226	683	39	+
736	815	39	+
667	722	39	+
144	629	39	+
363	764	39	+
264	442	39	+
12	21	39	+
111	699	39	+
385	786	39	+
599	776	39	+
913	923	39	+
967	995	39	+
277	284	39	+
581	951	39	+
931	997	39	+
38	775	39	+
30	968	39	+
338	918	39	+
209	248	39	+
323	829	39	+
112	954	39	+
597	950	39	+
174	734	39	+
643	734	39	+
437	741	39	+
180	865	39	+
162	546	39	+
411	519	39	+
219	535	39	+
121	651	39	+
528	614	39	+
135	352	39	+
286	303	39	+
638	818	39	+
125	741	39	+
760	962	39	+
552	690	39	+
105	531	39	+
105	965	39	+
669	776	39	+
5	662	39	+
5	696	39	+
71	218	39	+
199	322	39	+
385	459	39	+
528	756	39	+
531	734	39	+
4	303	39	+
551	741	39	+
629	778	39	+
159	376	39	+
729	981	39	+
84	365	38	+
801	965	38	+
363	836	38	+
127	820	38	+
365	590	38	+
108	870	38	+
409	426	38	+
16	739	38	+
515	611	38	+
626	697	38	+
769	931	38	+
355	707	38	+
192	551	38	+
7	811	38	+
458	463	38	+
463	746	38	+
463	855	38	+
142	434	38	+
142	179	38	+
622	854	38	+
27	534	38	+
334	361	38	+
410	820	38	+
821	834	38	+
625	918	38	+
168	966	38	+
801	863	38	+
234	391	38	+
391	699	38	+
253	683	38	+
271	972	38	+
295	657	38	+
272	956	38	+
51	985	38	+
177	280	38	+
385	784	38	+
526	765	38	+
193	425	38	+
248	428	38	+
41	119	38	+
379	534	38	+
618	992	38	+
103	263	38	+
301	482	38	+
154	591	38	+
218	266	38	+
500	742	38	+
402	758	38	+
328	509	38	+
291	802	38	+
205	618	38	+
219	404	38	+
69	375	38	+
