id1,id2,match_len,is_rc,score
583,597,29,+,106.34810718048098
11,65,22,+,106.3395362389061
406,776,20,+,106.33908950763224
486,640,17,+,106.3269548568848
478,581,24,+,106.30551195884848
483,1000,17,+,106.30533420291512
423,714,21,+,106.3012476454152
549,660,18,+,106.2989932203783
302,832,18,+,106.29838992302804
139,288,22,+,106.28974471225128
774,921,21,+,106.28107177086318
393,913,17,+,106.2795956059858
416,510,28,+,106.26861069049261
329,826,19,+,106.26502529366118
246,295,28,+,106.2201576275897
363,467,31,+,106.18735864671649
847,956,17,+,106.16828931610719
71,755,22,+,106.16595372765956
210,841,18,+,106.13222141850605
65,423,21,+,106.12893019274098
106,202,23,+,106.10450813513901
134,552,21,+,106.10003028391836
217,982,25,+,106.03056314666019
106,293,20,+,106.01205165058713
106,293,22,-,106.01205165058713
146,716,21,+,106.01158652472222
16,956,18,+,105.9750055679316
638,944,22,+,105.97494877246591
91,814,20,+,105.95592281365019
521,593,21,+,105.94492370930224
458,956,20,+,105.92915981312787
57,692,19,+,105.90092535030678
790,965,27,-,105.89338909399982
371,527,20,+,105.88656250822461
458,915,18,+,105.86559633115101
158,490,18,+,105.86380896619497
104,733,19,+,105.86082442278136
462,527,24,+,105.84896094978598
384,525,18,+,105.83661986845202
418,912,17,+,105.83019316833003
716,963,18,+,105.82583234855132
302,320,21,+,105.82153534850025
138,603,20,+,105.81214938645005
138,603,18,-,105.81214938645005
573,889,22,+,105.79950596125514
372,414,21,+,105.76364127659104
153,710,23,+,105.75992754249312
16,65,18,+,105.75647054727561
545,867,22,+,105.75309754993026
335,367,17,+,105.73234133252915
117,605,17,+,105.68968874318215
12,677,20,+,105.67397274190573
179,338,23,+,105.65357800207894
0,115,19,+,105.64020024134001
660,956,20,+,105.621351534667
282,600,18,+,105.60826570709278
764,872,21,+,105.57316028975316
371,726,20,+,105.55699060686125
252,271,18,+,105.48969336443871
682,718,24,+,105.47822052577389
148,773,21,-,105.47658719841967
148,773,20,+,105.47658719841967
245,706,17,+,105.46851232321627
168,776,19,+,105.41260260045792
212,504,17,+,105.39766029019316
286,852,19,+,105.36513112437254
111,658,18,+,105.34558004918219
146,326,22,+,105.3163998100942
285,320,19,+,105.31477144002677
478,794,18,+,105.31100694046931
65,527,19,+,105.30158793894303
44,229,21,+,105.2883904484714
521,864,17,+,105.27344599886308
647,907,32,-,105.24823667668115
744,827,17,+,105.23164166634129
71,742,17,-,105.22615900784676
442,573,20,+,105.18060743276664
594,647,17,+,105.09405772417831
594,647,32,-,105.09405772417831
674,817,23,+,105.07624362040853
100,371,18,+,105.03043382266924
490,774,17,+,104.96304087984274
254,822,18,+,104.95985658453732
323,922,18,+,104.91486146410068
129,362,24,-,104.89511973329995
70,357,18,+,104.88090381957852
115,306,18,+,104.87475358432792
714,1000,26,+,104.83909906391517
647,956,26,+,104.8367406302776
11,982,22,+,104.82918161859729
286,742,20,+,104.82752391852529
436,438,25,+,104.78954739357192
90,316,19,+,104.76685919051842
387,473,23,+,104.75672603876495
584,692,20,+,104.69624480486064
458,911,17,+,104.69570572928558
290,984,19,+,104.66691311593831
734,855,29,-,104.63309199667694
559,901,17,-,104.62704939295169
278,603,21,+,104.6144386617304
278,603,20,-,104.6144386617304
392,749,18,+,104.60547274982542
158,746,20,+,104.59604791665325
138,257,19,+,104.57517231463805
572,1000,23,+,104.57361358769516
389,780,17,+,104.57002113365867
330,498,17,+,104.56374992168034
47,965,25,-,104.52992389888564
279,871,25,-,104.4901599086309
611,733,17,-,104.42984420168682
19,62,22,+,104.4032232299612
19,143,17,+,104.39985263192862
63,733,23,+,104.39670828404289
81,107,19,+,104.38433888293054
598,921,21,+,104.35424773242318
6,980,18,+,104.3203826210054
567,666,18,+,104.29684038962556
400,738,17,+,104.25368985824286
65,613,17,+,104.24878996082317
278,644,22,+,104.23348476196206
438,488,32,+,104.14313953186726
478,609,21,+,104.12897957179563
266,275,18,+,104.11763697659869
430,748,17,+,104.11143425297615
783,885,18,+,104.10568734805996
239,809,19,+,104.09794145269737
669,733,18,+,104.06869248250824
46,835,17,+,104.04481052577388
206,517,17,+,104.03775541470176
765,776,32,+,104.02492581279539
510,806,19,+,104.0128646882764
766,923,18,+,104.01178619123375
181,414,23,+,103.97958309998955
675,996,31,-,103.94203039937584
384,764,19,+,103.93614166569846
138,447,25,-,103.92770430924382
138,447,18,+,103.92770430924382
338,894,20,+,103.88743928642221
71,395,18,+,103.87588836923872
140,708,22,+,103.86849192105599
742,852,21,+,103.83667034297659
299,899,31,+,103.83665426789784
333,693,18,+,103.8210154237038
150,825,18,+,103.76668494023255
168,226,19,+,103.75460797093714
146,776,26,+,103.74062464830963
116,469,31,-,103.70138857395811
21,34,21,+,103.68148712566993
21,34,32,-,103.68148712566993
52,127,18,+,103.67505426726439
65,924,27,-,103.66413159170385
876,911,22,+,103.66375435145731
745,872,21,+,103.64119093283293
715,934,21,-,103.5949986388565
462,726,17,+,103.58368843142478
658,883,32,-,103.50885130352057
2,904,18,+,103.50439819852573
354,402,17,+,103.50367677747303
385,875,20,+,103.47984945139503
483,639,27,+,103.45909583392186
168,189,20,+,103.44361194091077
266,1000,17,+,103.42756156287095
395,525,21,+,103.42111603917664
332,873,24,-,103.39956987725128
581,939,32,+,103.37780793774826
192,865,20,+,103.3744661144548
349,591,32,-,103.36505599626065
349,591,23,+,103.36505599626065
195,922,17,+,103.34710909667741
462,838,19,+,103.32957611021386
567,847,18,+,103.2972891243411
597,867,17,+,103.27970064993028
166,483,18,+,103.25043662765627
338,864,18,+,103.21202829393046
846,900,32,-,103.18296217943424
862,889,18,+,103.15746691295917
357,651,21,+,103.11946045651284
427,992,19,+,103.11684198649493
67,521,21,+,103.10010399173306
355,1002,18,+,103.08931569799879
714,764,25,+,103.0755299296476
161,483,17,+,103.0206614548612
138,898,19,-,102.98767954557135
138,898,18,+,102.98767954557135
395,981,26,+,102.97798609566556
217,377,25,+,102.97756581082986
9,304,17,+,102.97675189345269
448,899,18,+,102.95309703981839
71,956,22,+,102.90944519293645
1,376,24,+,102.87956631692244
674,678,25,+,102.84733824861553
315,947,18,+,102.80324074673275
457,462,18,+,102.79791319732716
144,954,18,+,102.79568409310846
409,744,17,+,102.79202424410785
581,965,19,+,102.75506860495003
229,786,21,+,102.73584031573813
173,523,20,+,102.71385499279114
67,762,25,+,102.63474645073242
116,135,28,+,102.63273949276348
116,135,31,-,102.63273949276348
353,815,18,+,102.62153832686069
441,449,17,+,102.62090983822732
714,915,25,+,102.60493675265796
279,575,21,+,102.60490234782705
666,871,32,-,102.56730301002564
254,973,19,+,102.5236860963635
610,993,19,+,102.51937440615666
99,794,20,+,102.51284147925502
282,478,18,+,102.49031354907903
620,899,18,+,102.48262968520963
372,710,18,+,102.48208784066013
383,517,18,+,102.47938759264888
30,397,18,+,102.42489685522851
651,771,17,+,102.42275474960564
246,972,17,+,102.38005393533238
475,990,17,+,102.36895015713478
210,889,18,+,102.33600930666259
530,560,18,+,102.3280778471594
158,429,25,-,102.3258341937712
158,429,21,+,102.3258341937712
119,330,20,+,102.31962907206417
254,965,32,-,102.29745947836444
395,639,18,+,102.29502202714842
499,907,18,+,102.28439267322418
869,934,27,-,102.27156113705999
436,464,17,+,102.25726352186898
142,195,24,+,102.24326797588807
812,911,17,+,102.24232940606863
349,832,21,+,102.23428266806914
182,904,17,+,102.21708686552361
209,746,21,+,102.2002070335513
550,742,18,+,102.19853910890332
119,295,19,-,102.18530529421807
207,643,18,+,102.1828797515358
941,990,17,+,102.1741842444072
96,595,24,+,102.15181288231886
811,1000,19,+,102.12023654720649
811,1000,20,-,102.12023654720649
415,564,22,+,102.08940147439793
607,770,32,-,102.07728240525373
211,640,17,+,102.06541576513831
197,446,26,+,102.06349792452427
428,962,17,+,102.05528027168775
214,801,17,+,102.05402172049043
166,384,17,+,101.99933971714164
148,644,18,+,101.976515012253
827,956,18,-,101.96904891061476
334,705,30,-,101.96755830692979
334,705,21,+,101.96755830692979
227,439,20,+,101.96556060752785
471,506,18,+,101.9546731331197
290,810,19,+,101.95424454604192
423,911,18,+,101.93590668037545
467,522,30,-,101.92915984050302
467,522,19,+,101.92915984050302
397,727,18,+,101.92469045704652
390,722,17,+,101.91549879961849
605,744,17,+,101.91469033118177
14,117,18,+,101.91413955806544
504,582,28,-,101.89829987861842
598,994,18,+,101.89218603297573
742,811,19,-,101.88444839443957
742,811,18,+,101.88444839443957
550,605,17,+,101.84585009653092
734,863,32,-,101.84185259677514
160,567,17,+,101.8349699749452
724,913,19,+,101.81646241840687
156,465,19,+,101.7900365522136
156,465,31,-,101.7900365522136
954,970,18,+,101.78017809088105
517,624,26,-,101.77658247598329
654,674,17,+,101.7733697816359
956,981,20,+,101.750748317007
115,738,19,+,101.71959754865534
526,550,18,+,101.709122659486
517,954,17,+,101.70790491411636
692,957,18,+,101.6540304716848
89,856,17,+,101.6459633267178
373,755,17,+,101.63163288367626
762,1000,18,+,101.63114802501364
383,803,20,+,101.61124234927793
3,794,18,+,101.6066765335681
231,725,17,+,101.59991132603427
69,396,19,+,101.59792972575255
115,495,18,+,101.58513082525657
629,938,20,+,101.57418961689257
455,921,18,+,101.56984925593136
4,414,20,+,101.56171004669433
724,799,17,+,101.55982615381771
651,734,32,-,101.54899752008372
159,862,18,+,101.50304039132551
462,981,20,+,101.50169603297573
321,423,17,+,101.49059495022095
285,987,20,+,101.48253731880965
391,934,17,-,101.46823401248547
391,934,21,+,101.46823401248547
498,791,30,-,101.46001641245853
498,791,23,+,101.46001641245853
511,689,19,+,101.4414439562537
639,714,22,+,101.43587910011148
255,607,18,+,101.43349273619536
611,732,17,+,101.39062140293562
396,956,19,+,101.38039136582144
27,349,19,+,101.3701170717901
40,578,17,+,101.34130082618563
477,920,21,-,101.33140853915931
434,932,18,+,101.31762675468016
53,859,17,+,101.28196832684633
319,420,17,+,101.27305134733099
250,613,18,+,101.25668380411537
723,910,18,+,101.25152554561461
179,592,32,+,101.24198967808515
545,786,18,+,101.24064646420752
785,915,28,+,101.20745396011826
608,736,22,-,101.20392266345797
572,579,23,+,101.1777898023606
159,550,18,+,101.16946612424678
306,599,19,-,101.16553271070403
306,599,18,+,101.16553271070403
87,911,19,+,101.16413971243867
87,911,28,-,101.16413971243867
431,804,28,-,101.1606384193642
579,998,17,+,101.14400774366645
686,958,26,-,101.13885950469873
640,782,18,+,101.13740145830549
510,773,27,+,101.13295947149331
346,375,32,-,101.1230240009366
351,458,18,-,101.11815393838906
210,442,18,+,101.11742941709431
502,757,17,+,101.11063068924297
806,947,18,+,101.09053667360267
150,503,18,+,101.0876649051364
181,364,19,+,101.05859520436107
366,835,17,+,101.05421104020618
335,749,17,+,101.0506464191055
497,644,20,+,101.03156132706329
508,939,18,+,101.01329139078653
142,310,18,+,101.01166482097602
105,727,17,+,101.01093257319458
233,336,26,-,101.00132776618773
407,636,17,+,100.9945172997001
117,271,20,+,100.93597138524262
846,854,25,+,100.93506271568106
352,576,17,+,100.91939198923187
404,841,22,+,100.90717765945251
143,918,20,+,100.88449341398568
58,414,26,+,100.85758423631714
3,478,18,+,100.8542434546055
35,982,20,+,100.8398696160787
210,897,19,+,100.83581401991653
199,385,32,-,100.83233927713438
395,854,26,+,100.81389529317619
825,856,18,-,100.81138164687582
340,374,18,+,100.79632148976174
340,374,32,-,100.79632148976174
456,662,17,-,100.79530206127565
319,567,18,+,100.786185787278
142,557,18,+,100.78078035771516
253,314,19,+,100.74688987237032
618,880,17,+,100.74372953236623
376,744,32,-,100.74173007280194
138,453,18,+,100.73469822410895
659,665,19,+,100.70765144221359
113,766,18,+,100.70753172642061
303,550,31,-,100.69374507071649
308,973,17,+,100.69166886183355
351,371,32,-,100.68473269208619
20,980,17,+,100.68325752398563
216,340,17,+,100.67404064151187
319,474,29,-,100.67083972654089
550,764,17,-,100.65374089337755
542,543,25,-,100.65095758236598
724,934,18,-,100.63301014328813
408,598,17,+,100.62627745183029
414,704,19,+,100.6158316196741
423,847,18,+,100.60679911476464
302,495,18,+,100.59783901498625
685,970,28,-,100.57759671327211
414,590,20,+,100.56267965665617
65,525,31,+,100.5408881388354
401,409,30,-,100.51331592527785
409,914,32,-,100.50717692096413
697,701,32,-,100.49991077385401
603,647,32,-,100.49319067676063
687,985,32,-,100.48613537893878
65,981,20,+,100.4816746022748
742,827,17,+,100.46882518052962
222,227,19,+,100.461567695802
877,920,17,-,100.43801734202447
300,705,23,-,100.4166065930778
548,869,32,-,100.40952362454685
158,583,20,+,100.40235380696554
395,764,21,+,100.38963046519413
386,391,22,-,100.38641797212169
318,468,18,-,100.36853341948658
425,812,32,-,100.363187270281
209,996,24,-,100.35350917934475
117,254,23,+,100.32409130916808
123,646,20,+,100.30606763990515
758,859,32,-,100.29456805817705
441,756,17,+,100.29331428601282
190,955,32,-,100.27104112649712
99,442,17,+,100.24959374783994
190,973,25,-,100.23824963625316
3,631,17,+,100.22203760927201
198,807,18,-,100.2184779115402
488,726,20,-,100.21630763827062
70,767,17,+,100.20596983627263
133,340,17,+,100.18164080820573
133,340,21,-,100.18164080820573
550,854,20,-,100.16205394515136
673,854,18,-,100.15566760766093
190,429,32,-,100.14634017232308
45,90,20,+,100.12846489310974
15,931,17,+,100.12054784946156
288,686,32,-,100.11768083425477
581,615,18,-,100.09181596936027
490,909,17,+,100.08938834728039
424,843,17,+,100.08481538851517
384,926,17,+,100.0848150529049
353,951,24,-,100.08451872662847
167,832,20,+,100.07584317981505
404,677,18,+,100.05672377229122
742,1000,32,-,100.05517309065526
558,848,26,+,100.04174135920876
504,988,32,-,100.03387220925474
55,900,30,-,100.03338367682065
234,832,18,+,100.02858057169331
696,789,22,-,100.02018246082417
830,980,21,+,100.00287409927822
308,609,18,-,99.99100520854043
583,988,17,+,99.9367648046464
179,465,17,+,99.93442045285728
333,635,18,+,99.92843561283043
652,736,20,-,99.92205516282722
511,748,27,-,99.92077037916896
405,796,17,+,99.91153801884003
454,539,27,-,99.91093227270407
486,873,17,-,99.89107562597346
76,539,17,+,99.88381712849504
76,539,18,-,99.88381712849504
525,654,17,-,99.8752676698929
212,551,17,+,99.85304091275808
325,520,29,-,99.84775417108787
601,839,19,+,99.84242401696568
176,658,32,-,99.83926318140972
488,742,20,+,99.83109143264218
172,594,30,-,99.80608340452783
719,764,18,+,99.77536166020953
73,273,18,+,99.74613127024745
73,273,20,-,99.74613127024745
685,826,20,-,99.74371422201287
361,715,18,+,99.73726850065236
158,408,17,+,99.73245793132108
469,736,17,+,99.72987136216017
50,901,18,-,99.72784276940452
921,994,18,+,99.7264376022918
744,784,17,-,99.70845342054075
639,827,18,-,99.69233416386992
611,879,17,+,99.69156064756395
488,827,17,+,99.6851561496497
266,742,26,-,99.67914445413119
226,930,25,-,99.64571646428604
361,491,17,+,99.63701297781103
337,417,17,+,99.6331798381173
607,869,28,-,99.63197050935143
517,850,27,-,99.62981492491356
573,639,32,-,99.6223549694605
927,975,17,+,99.61606749654409
518,753,32,-,99.61299602557595
395,785,28,+,99.61295937784051
178,392,18,+,99.61124233322089
607,824,32,-,99.60352891358247
539,764,24,+,99.59574378747376
162,1000,20,+,99.59074394315333
894,903,24,-,99.58621464033016
318,774,17,+,99.58029380404254
300,382,32,-,99.57438498269298
107,741,17,-,99.57375841249512
279,787,21,-,99.5697546676386
407,681,17,+,99.54812665898088
315,898,32,-,99.54750804536864
225,955,22,+,99.5447613379698
81,918,17,+,99.52185818070143
592,798,32,-,99.51949124970841
143,595,17,+,99.51082224228635
473,923,27,-,99.49784320944582
408,607,17,-,99.4907618241294
237,272,17,+,99.47930417653785
242,985,26,-,99.43860816279141
72,567,18,+,99.43060639421608
569,1000,31,-,99.41791946314544
109,780,17,+,99.41565922440027
210,764,21,-,99.4094560325794
63,118,18,+,99.40541520854025
69,603,17,+,99.38253761454253
408,647,32,-,99.37515190687292
408,647,18,+,99.37515190687292
176,503,28,-,99.35737575990217
199,686,31,-,99.34986170530175
395,603,23,-,99.33507079006073
371,956,32,+,99.32711341555724
411,968,32,-,99.32437821190149
721,787,32,-,99.32044542634809
393,466,17,+,99.31806025526946
167,879,32,-,99.31446863592997
493,920,27,-,99.29456525290122
286,889,19,+,99.28769423376343
879,923,32,-,99.27778996975397
740,1002,17,-,99.27670053562822
552,930,18,+,99.27513180663567
394,439,32,+,99.27038825604868
361,770,24,-,99.26941242364093
278,773,23,-,99.25977942110354
307,828,18,+,99.23323224501377
802,891,18,-,99.23315654799545
477,997,29,-,99.22976961111509
274,859,32,-,99.22837283527747
334,934,21,+,99.2258486872433
334,934,18,-,99.2258486872433
639,784,17,+,99.21368340185295
395,490,32,-,99.21147327149376
285,798,21,-,99.20684882589025
500,523,23,+,99.1910533436694
698,741,32,-,99.19031500661931
367,559,18,+,99.1877917104969
225,927,17,+,99.1650564006135
648,881,28,-,99.15662587949292
102,698,18,+,99.15450974907026
557,697,32,-,99.14329120902676
233,741,28,-,99.13476965451417
414,581,22,-,99.12662088686837
205,449,32,-,99.09755127054999
3,864,20,+,99.0956954047022
462,872,31,+,99.0837324161528
134,303,21,-,99.06538141141083
352,849,17,+,99.06304968027771
658,707,30,-,99.05784733125824
957,979,17,+,99.05057678375445
742,744,20,+,99.04944538606905
108,264,17,+,99.04812265579542
130,526,20,+,99.04345751005003
649,1000,21,-,99.03447139937585
569,764,32,-,99.02124842954319
649,785,25,-,99.01907361915457
641,742,17,+,99.01750676372676
625,825,18,+,99.01164578492785
82,870,17,+,98.98980444852488
371,488,23,-,98.9896348942817
603,825,26,-,98.98025525417196
714,841,25,-,98.9648047198748
414,478,31,-,98.95870166087629
688,953,26,-,98.95069912542384
531,611,30,-,98.93529811041763
787,863,18,-,98.93041550427586
411,945,24,-,98.930032006848
742,764,32,-,98.92993175694042
360,425,17,+,98.92945859376275
525,714,20,+,98.92663862491659
62,768,18,+,98.90205154279465
422,503,18,+,98.9005954476602
216,272,27,-,98.89916902766817
190,346,22,-,98.8871707489636
378,498,17,+,98.88493567351243
320,413,17,-,98.85533133001451
755,1000,25,+,98.85438908580132
279,503,26,-,98.85239693378868
677,744,17,+,98.8497714904079
131,765,17,+,98.84887920490111
446,601,19,-,98.82428994259024
286,456,17,+,98.8200063007243
909,974,18,+,98.81182709328348
526,861,32,-,98.7973256377099
230,541,21,-,98.79610693191896
798,955,17,+,98.79432052693545
162,787,20,+,98.79404853288173
787,934,17,+,98.7912476485292
300,934,32,-,98.7909437620206
253,395,30,-,98.78980380404253
109,515,19,+,98.7840022157845
228,372,17,+,98.77305120688963
576,581,17,+,98.76971439147123
685,899,29,-,98.76726762002588
320,582,17,+,98.75967381918723
176,295,20,+,98.73881337478869
642,742,18,-,98.70568651607466
62,190,29,-,98.69792106130697
565,679,23,-,98.69335134058528
616,920,25,-,98.69122571086362
90,884,23,-,98.68580561304196
92,671,17,-,98.67797793469344
73,287,20,-,98.67312970652922
73,287,18,+,98.67312970652922
505,965,24,-,98.67073001653897
161,351,24,-,98.66598128345134
113,372,32,-,98.66543868106572
462,911,17,+,98.65523811682775
324,518,32,-,98.65510120614604
325,409,32,-,98.62090976433987
453,893,22,+,98.60548170975952
411,886,32,-,98.60171439383315
397,611,29,-,98.59676449910573
744,854,20,-,98.59456324939437
153,807,17,+,98.59151623203766
609,973,21,-,98.58869535925501
206,384,18,+,98.57253382687317
408,774,19,+,98.56078234768287
583,739,17,+,98.55216570709277
116,637,29,+,98.52464121708992
811,856,31,-,98.51953265969689
639,742,32,-,98.51519475265256
30,98,17,+,98.50318030194839
378,933,19,-,98.49787969541606
371,986,32,-,98.49611771613449
666,787,17,+,98.49596989350724
666,787,32,-,98.49596989350724
436,854,17,+,98.49164460806836
123,675,21,+,98.48161105646133
14,725,18,+,98.47667172244887
348,720,17,+,98.4659544267966
90,595,18,-,98.45867946075865
90,595,32,+,98.45867946075865
382,662,19,-,98.45481948097786
581,893,17,-,98.45268823375103
607,724,25,-,98.45073567134808
214,756,20,+,98.44732177779198
29,686,23,-,98.442137145596
569,726,19,-,98.43947904121839
814,899,18,+,98.43519786039693
714,956,31,+,98.4313426992786
570,859,30,-,98.42098340896045
438,970,19,-,98.41685710879999
608,611,32,-,98.40991155382419
106,236,24,-,98.40766141714441
106,236,19,+,98.40766141714441
364,581,27,-,98.40233420032932
202,899,18,-,98.39594781212067
859,867,29,-,98.39571043255594
417,618,17,+,98.39267357333867
333,472,18,+,98.38474969516902
138,298,25,-,98.38474969093865
138,298,18,+,98.38474969093865
324,978,18,+,98.38288046588394
266,569,20,-,98.37960992189308
879,939,32,-,98.37959782933451
81,182,20,+,98.36229510660206
318,840,17,+,98.36012146836327
310,523,21,-,98.34753254533717
357,558,20,-,98.34637299537552
452,775,19,-,98.33723837488763
417,850,17,+,98.32855039663457
654,924,23,+,98.32449807466496
72,871,26,-,98.31019802335834
651,760,32,-,98.3087475905082
49,535,20,-,98.30841453285484
581,798,22,-,98.30756715257985
36,465,32,+,98.2943612210883
314,735,24,-,98.28829982399635
205,756,32,-,98.27792590131146
654,956,32,-,98.27410443315279
3,879,32,-,98.26543963322334
854,872,21,+,98.26343327356761
133,816,19,+,98.26280780770848
818,950,32,+,98.25365035893502
428,696,23,-,98.25315612213731
468,943,22,-,98.23433369116728
603,806,32,-,98.23280548173277
134,822,32,-,98.22709325832616
374,705,32,-,98.22650605434781
262,416,17,+,98.22226371095236
66,290,22,-,98.21468953870966
569,639,32,-,98.21337334815767
150,591,20,+,98.21229266195841
643,983,17,+,98.21202824355711
205,452,27,-,98.20769960060358
154,624,29,-,98.19716439900482
550,590,17,+,98.19108281653327
742,785,23,-,98.18721182843662
413,592,32,-,98.18655405334975
313,741,32,-,98.17338821439078
282,790,24,-,98.17005975361474
182,195,31,-,98.1620431923205
775,990,19,-,98.15746575570287
784,811,32,-,98.1563159222455
796,967,32,-,98.15611086435722
91,929,18,+,98.15039541390233
349,478,18,+,98.14342649470956
45,899,32,-,98.1431767879554
404,839,31,+,98.13834302823231
832,941,17,-,98.12959017863272
237,652,32,-,98.12888026854547
353,750,17,-,98.11139635703856
510,890,23,-,98.10623576982978
431,823,20,-,98.06921226549225
384,442,17,+,98.0678655622814
172,654,32,-,98.06672324770047
557,814,25,-,98.06672324386464
107,216,23,+,98.02503046951594
529,733,30,-,98.02081056855194
445,756,20,+,98.02066214186563
193,307,18,-,98.00732651878089
93,835,18,-,97.98471265922922
698,778,17,+,97.97683157983028
547,693,18,+,97.96842556318065
856,897,32,-,97.96104439670111
790,861,28,-,97.94253930680016
301,852,32,-,97.93153118028508
395,744,20,-,97.9294204709462
846,942,18,-,97.91518349702658
431,795,28,-,97.91510556520889
458,744,20,-,97.91159931577599
514,991,18,+,97.8952708993255
113,958,18,+,97.89494750402045
418,863,18,+,97.89003000370536
745,956,21,+,97.88947423144306
741,905,32,-,97.88812873842579
745,846,21,+,97.88441476318648
487,672,17,+,97.88257818277482
591,913,19,-,97.8821962164749
766,879,18,-,97.87056593787646
782,999,18,-,97.86633515517238
144,465,17,+,97.85210077303898
557,620,25,-,97.85014953375051
186,544,17,-,97.82827334915441
316,685,22,-,97.82607901961026
298,1000,24,-,97.82582983684377
488,956,30,-,97.8242460260542
504,933,32,-,97.82144326246136
331,431,17,+,97.81195900900642
74,311,18,+,97.80715253349717
569,592,17,+,97.80404046106453
560,756,20,+,97.79990170882371
909,996,24,-,97.79861745232529
190,591,27,-,97.79569719850839
838,897,32,-,97.79070147679028
653,935,23,-,97.78294000295234
484,962,31,-,97.77302723718942
83,167,32,-,97.77148777356535
313,336,30,-,97.7653329489641
289,454,32,-,97.76014539900596
371,550,24,-,97.75792964049256
352,478,28,+,97.7551086488873
408,876,32,-,97.75501943589362
285,857,17,+,97.7485440619165
230,552,29,-,97.74838787849669
20,257,18,+,97.74168696621291
330,886,30,-,97.73054853646597
218,916,21,-,97.72637389440735
609,751,24,-,97.70588627904237
573,887,32,-,97.69518520070163
436,552,25,+,97.69350583359314
468,878,24,-,97.69303039959941
283,687,32,-,97.69143427749837
337,517,23,-,97.68796465072474
550,794,18,-,97.68625972356182
123,429,19,+,97.6746118275644
123,429,24,-,97.6746118275644
4,576,19,-,97.66634833138036
31,441,17,+,97.66597900605325
408,909,19,+,97.66491576797618
458,488,22,-,97.66170996870626
71,649,22,-,97.65999578943818
303,962,24,-,97.65662920197947
159,654,24,+,97.65443486728773
425,647,32,-,97.64671786514066
400,405,23,-,97.64305366592845
74,520,31,-,97.64056671716942
514,984,18,+,97.63845313591497
301,953,17,-,97.63448867214724
550,965,18,-,97.62881378332655
351,484,32,-,97.62479961605646
697,895,32,-,97.61805368242142
266,952,31,-,97.59811453435302
167,591,27,-,97.59625428408366
489,835,17,+,97.59382361193819
607,729,32,-,97.58117122536066
314,697,22,-,97.56991348516696
197,714,18,+,97.55414081318395
589,749,18,+,97.55392393336749
841,846,21,-,97.55152892956272
480,994,32,-,97.53775192308993
719,872,18,+,97.53719215495823
672,682,17,+,97.53614697921911
386,824,32,-,97.53356735905449
159,573,18,+,97.52666458403294
338,364,32,-,97.52038446796399
771,824,32,-,97.51684934297393
367,805,31,-,97.5047284281024
83,861,32,-,97.502271273557
233,240,31,-,97.49684875747963
480,907,32,-,97.49625133694848
338,591,32,-,97.48530545725778
824,974,29,-,97.46674975700637
279,431,22,-,97.4633749846332
143,375,21,-,97.45229105517626
172,907,27,-,97.4418702448244
286,384,19,-,97.42043429871407
266,404,19,-,97.41889460030413
38,324,28,-,97.4167938537762
351,714,17,-,97.41298438391365
361,587,31,-,97.41048704483687
812,966,32,-,97.40490021336528
394,504,17,-,97.40030534507126
202,653,17,-,97.39928938816455
338,372,32,-,97.39204657462078
271,573,17,-,97.39053796471389
199,692,19,-,97.39045964758513
303,744,25,-,97.38921536094621
574,879,30,-,97.37196828768109
258,532,29,-,97.36624995536577
237,687,32,-,97.3394008934074
302,986,20,+,97.33362533315545
581,882,17,-,97.33186077741371
548,724,32,-,97.32844641802441
772,784,17,-,97.32423758716058
246,988,32,-,97.3074571642612
760,863,32,-,97.30592549388842
488,714,24,-,97.2928050171234
504,820,32,-,97.2889526713602
582,731,18,+,97.27948939925396
337,400,28,-,97.27658785243295
118,486,23,+,97.26240768122864
67,883,17,+,97.25914838031859
569,662,17,-,97.24833866241791
320,955,32,-,97.23203039969471
287,620,32,-,97.22820919347693
744,956,20,-,97.22377514971643
13,809,18,+,97.2223422577937
124,832,17,+,97.22157183986947
414,861,28,-,97.21885737235034
562,985,18,+,97.21804805885232
430,499,28,-,97.21694814175562
65,404,32,-,97.21247292426814
282,978,19,-,97.20794272844032
456,870,30,-,97.2075403314059
288,796,30,-,97.2043056568311
382,481,32,-,97.2009310632559
529,663,25,-,97.18578650025877
27,99,18,+,97.18496909770165
390,499,32,-,97.18252236582144
70,468,26,-,97.1755127380595
96,420,25,+,97.17523913862176
687,688,17,-,97.16979552185138
138,478,29,-,97.16921227469886
244,686,32,-,97.16659084155926
595,884,29,-,97.16558602488323
631,634,32,-,97.15763733341909
336,430,32,-,97.15352113412197
250,560,18,+,97.14797119666314
222,867,25,-,97.14600951472522
510,867,26,-,97.14553458968294
465,887,31,-,97.13626051012996
775,930,24,-,97.13406199342855
286,726,20,-,97.13343929230825
687,736,32,-,97.13328866354887
156,454,27,-,97.12804357104322
550,660,19,-,97.12693907392311
950,970,19,-,97.12566668411165
205,990,28,-,97.12525558385015
413,576,25,-,97.12133805959311
391,965,17,+,97.11659626981243
509,901,17,-,97.11374925593134
209,640,17,-,97.11239238396266
263,425,32,-,97.1048707141233
456,846,32,-,97.07182342455089
492,985,32,-,97.0712645980359
163,693,19,+,97.06793948778615
200,801,32,-,97.06156348372134
174,570,30,-,97.05705840914975
541,859,26,+,97.04386501543497
87,186,26,-,97.04357780661529
375,941,17,+,97.04017052239466
