256	383	32	+
34	988	32	+
381	434	32	+
18	122	32	+
98	734	32	+
114	520	32	+
188	480	32	+
306	738	32	+
85	432	32	+
264	270	32	+
415	527	32	+
930	947	32	+
306	859	32	+
65	737	32	+
77	898	32	+
179	268	32	+
776	841	32	+
136	281	32	+
876	952	32	+
706	772	32	+
212	616	32	+
194	849	32	+
235	286	32	+
538	973	32	+
25	447	32	+
226	590	32	+
692	740	32	+
746	982	32	+
83	754	32	+
303	339	32	+
834	934	32	+
163	290	32	+
263	478	32	+
158	505	32	+
112	638	32	+
88	655	32	+
455	466	32	+
355	556	32	+
179	370	32	+
175	250	32	+
159	599	32	+
159	713	32	+
599	713	32	+
512	685	32	+
73	884	32	+
15	590	32	+
39	633	32	+
596	843	32	+
18	641	32	+
749	841	32	+
708	796	32	+
293	800	32	+
459	855	32	+
721	831	32	+
206	351	32	+
21	221	32	+
698	815	32	+
698	947	32	+
815	947	32	+
104	925	32	+
206	225	32	+
731	840	32	+
531	602	32	+
184	672	32	+
363	836	32	+
112	532	32	+
112	954	32	+
532	954	32	+
587	776	32	+
279	498	32	+
618	641	32	+
801	863	32	+
721	973	32	+
24	97	32	+
519	633	32	+
441	785	32	+
135	745	32	+
160	890	32	+
614	617	32	+
393	922	32	+
735	761	32	+
328	496	32	+
438	700	32	+
17	957	32	+
113	723	32	+
353	833	32	+
65	284	32	+
782	800	32	+
352	745	32	+
204	424	32	+
338	619	32	+
532	818	32	+
209	428	32	+
390	508	32	+
151	591	32	+
82	772	32	+
361	516	32	+
14	656	32	+
377	855	32	+
226	606	32	+
62	290	32	+
306	754	32	+
204	640	32	+
526	765	32	+
606	755	32	+
538	721	32	+
65	986	32	+
98	863	32	+
658	977	32	+
269	808	32	+
756	932	32	+
267	911	32	+
266	780	32	+
362	772	32	+
38	776	32	+
206	984	32	+
27	534	32	+
572	867	32	+
34	83	32	+
177	646	32	+
784	855	32	+
5	216	32	+
667	722	32	+
344	352	32	+
141	595	32	+
123	548	32	+
51	764	32	+
172	411	32	+
821	934	32	+
671	996	32	+
584	587	32	+
20	997	32	+
278	788	32	+
309	880	32	+
654	803	32	+
207	888	32	+
95	555	32	+
542	745	32	+
433	576	32	+
549	935	32	+
422	538	32	+
513	925	32	+
556	707	32	+
271	387	32	+
438	928	32	+
328	632	32	+
111	431	32	+
597	837	32	+
737	986	32	+
437	741	32	+
437	963	32	+
741	963	32	+
553	845	32	+
177	722	32	+
163	857	32	+
849	901	32	+
172	188	32	+
172	978	32	+
188	978	32	+
15	255	32	+
87	403	32	+
88	908	32	+
273	301	32	+
173	925	32	+
478	617	32	+
36	666	32	+
36	923	32	+
666	923	32	+
372	752	32	+
83	325	32	+
247	822	32	+
191	676	32	+
194	232	32	+
340	871	32	+
181	939	32	+
301	375	32	+
402	915	32	+
875	927	32	+
39	519	32	+
164	262	32	+
85	504	32	+
232	849	32	+
753	770	32	+
277	986	32	+
207	290	32	+
219	535	32	+
584	841	32	+
71	619	32	+
122	618	32	+
51	936	32	+
764	936	32	+
127	410	32	+
450	724	32	+
190	766	32	+
51	836	32	+
11	386	32	+
184	398	32	+
247	744	32	+
208	245	32	+
159	749	32	+
376	647	32	+
583	979	32	+
558	992	32	+
602	949	32	+
604	753	32	+
114	575	32	+
157	857	32	+
163	207	32	+
669	692	32	+
151	880	32	+
379	534	32	+
558	814	32	+
823	891	32	+
97	866	32	+
148	973	32	+
148	981	32	+
973	981	32	+
354	904	32	+
782	914	32	+
125	553	32	+
744	822	32	+
111	906	32	+
549	608	32	+
646	796	32	+
199	355	32	+
199	707	32	+
355	707	32	+
52	653	32	+
342	609	32	+
602	801	32	+
371	509	32	+
168	235	32	+
103	614	32	+
104	451	32	+
57	563	32	+
11	797	32	+
85	278	32	+
